Company,Content,Date,LinkSrc,Title,imgSrc
연합뉴스,(서울=연합뉴스) 이봉석 기자 = 북한 노동자 조직인 조선직업총동맹(직총)의 중앙위원장에 주영길 김일성사회주의청년동맹 부위원장이 ,2015.08.17 23:51,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=100&oid=001&aid=0007797015,북한 노동단체 수장에 빨치산2세 주영길,No image
채널A,윤후덕 의원은 공식 사과와 딸의 자진 퇴사로 비난 여론을 무마하려 했는데요.분노한 고시생들의 피켓 시위와 의원직 사퇴 요구가 잇 ,2015.08.17 23:33,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=100&oid=449&aid=0000068245,불 붙는 윤후덕 딸 채용 청탁 의혹…“직권 조사”,https://imgnews.pstatic.net/image/origin/449/2015/08/17/68245.jpg?type=ofullfill106_72
채널A,윤후덕 새정치연합 의원이 변호사 딸의 지역구 대기업 특채 의혹에 휩싸인 데 이어김태원 새누리당 의원의 변호사 아들도 정부 법무 ,2015.08.17 23:33,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=100&oid=449&aid=0000068244,김태원 의원 아들도 ‘특혜 채용’ 논란,https://imgnews.pstatic.net/image/origin/449/2015/08/17/68244.jpg?type=ofullfill106_72
채널A,법조계의 대표적 특권인 전관 예우도 된 서리를 맞고 있습니다. '전관 예우'에 기대려던 거물급 피고인들이 변호사를 대거 바꾸고  ,2015.08.17 23:31,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=100&oid=449&aid=0000068242,‘전관 막겠다’ 법원 연고기피제…변호사 줄사임,https://imgnews.pstatic.net/image/origin/449/2015/08/17/68242.jpg?type=ofullfill106_72
채널A,야당 의원이 변호사 딸을 지역구 대기업에 특채시켰단 의혹에 휘말리더니 이번엔 여당 의원이 변호사 아들을 정부에 특채시켰단 의혹 ,2015.08.17 23:31,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=100&oid=449&aid=0000068238,김태원 아들 채용 특채도 여야 경쟁?,https://imgnews.pstatic.net/image/origin/449/2015/08/17/68238.jpg?type=ofullfill106_72
채널A,북한군이 남쪽을 향해 확성기 방송을 시작했습니다.그런데 정작 우리 쪽에서는 잘 안들린다고 합니다.왜 그런 지 김종석 기자가  ,2015.08.17 23:31,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=100&oid=449&aid=0000068237,11년 만에 ‘대남 방송’ 재개…내부 귀막기용?,https://imgnews.pstatic.net/image/origin/449/2015/08/17/68237.jpg?type=ofullfill106_72
채널A,박근혜 대통령이 '북한의 생화학 무기'에 각별히 대비해야 한다고 강조했습니다.육해공에 땅밑 도발까지 자행하자 다음엔 생화학 도 ,2015.08.17 23:31,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=100&oid=449&aid=0000068236,박 대통령 “생화학무기 테러 대비”…北 수준은?,https://imgnews.pstatic.net/image/origin/449/2015/08/17/68236.jpg?type=ofullfill106_72
채널A,북한군을 실질적으로 움직이는 총참모장과 지뢰 도발의 배후로 지목되는 정찰총국장이 공개 석상에서 사라졌습니다. 숙청이나 실각된 게 ,2015.08.17 23:30,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=100&oid=449&aid=0000068235,금수산궁전 참배 빠진 軍 핵심…추가 도발 준비?,https://imgnews.pstatic.net/image/origin/449/2015/08/17/68235.jpg?type=ofullfill106_72
채널A,문재인 새정치연합 대표가 5.24 조치를 해제할 것을 함께 박 대통령에게 제안하자고 했는데 새누리당 김무성 대표는 일언지하에  ,2015.08.17 23:30,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=100&oid=449&aid=0000068234,김무성 “5·24조치 해제 부적절”…文 제안 거절,https://imgnews.pstatic.net/image/origin/449/2015/08/17/68234.jpg?type=ofullfill106_72
채널A,중세의 부패한 교황들이 천당에 간다는 면죄부를 팔았던 것 처럼 요즘 북한 당국은 이른 바 '기부증'을 주민들에게 팔고 있습니다 ,2015.08.17 23:30,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=100&oid=449&aid=0000068233,北 당창건 70주년 앞두고 ‘충성기부’ 강요,https://imgnews.pstatic.net/image/origin/449/2015/08/17/68233.jpg?type=ofullfill106_72
채널A,정청래 의원의 공갈 막말에 격노해 최고위원직을 던진 주승용 의원에게 비주류 진영 이곳저곳에서 최고위원 복귀를 요구하고 있습니다. ,2015.08.17 23:29,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=100&oid=449&aid=0000068232,“주승용 복귀” 목청 높인 비주류…왜?,https://imgnews.pstatic.net/image/origin/449/2015/08/17/68232.jpg?type=ofullfill106_72
채널A,북한의 지뢰 도발에 우리 안보 라인도 책임을 져야한다는 여당 비박계의 주장에 친박계 핵심들이 크게 반발하고 있습니다. 오늘은 대 ,2015.08.17 23:29,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=100&oid=449&aid=0000068231,윤상현 “내부 책임론은 잘못”…김관진 구하기?,https://imgnews.pstatic.net/image/origin/449/2015/08/17/68231.jpg?type=ofullfill106_72
채널A,광복 70주년에 나온 여야 대표들의 기자 회견 내용이 '대선 출사표'를 방불케 했다는 평가가 나옵니다.그런 평가를 한 동아일보 ,2015.08.17 23:29,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=100&oid=449&aid=0000068230,김무성·문재인 ‘광복 70주년’ 행보…평가는?,https://imgnews.pstatic.net/image/origin/449/2015/08/17/68230.jpg?type=ofullfill106_72
뉴시스,【서울=뉴시스】박대로 기자 = 인사혁신처는 17일 음악을 통해 공무원의 예술적 재능을 계발하고 정서함양을 통해 생동감 넘치는 공 ,2015.08.17 23:23,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=100&oid=003&aid=0006700478,인사혁신처 공무원음악대전 10월 개최,No image
뉴시스,【서울=뉴시스】박대로 기자 = 북한이 17일 외국단체들을 동원해 을지 프리덤 가디언 한·미합동군사연습과 대북확성기 방송을 비판했 ,2015.08.17 23:22,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=100&oid=003&aid=0006700477,北 을지연습·대북확성기방송 비판…친북외국단체 동원,https://imgnews.pstatic.net/image/origin/003/2015/08/17/6700477.jpg?type=ofullfill106_72
뉴시스,【서울=뉴시스】박대로 기자 = 윤병세 외교부 장관과 톰 코튼(Tom Cotton) 미국 상원의원이 17일 북한의 비무장지대 지뢰 ,2015.08.17 23:22,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=100&oid=003&aid=0006700476,윤병세·코튼 美상원의원 北지뢰도발 대응 논의,No image
연합뉴스TV,[고성국의 담담타타] 박대통령 을지국무회의 주재,2015.08.17 23:03,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=100&oid=422&aid=0000131216,[고성국의 담담타타] 박대통령 을지국무회의 주재…北 강력 규탄,https://imgnews.pstatic.net/image/origin/422/2015/08/17/131216.jpg?type=ofullfill106_72
부산일보,대권행보 부각 승부수 새정치민주연합 문재인(사진) 대표가 광복 70주년을 계기로 '외교·통일' 문제에 주력하는 모습이다 ,2015.08.17 23:02,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=100&oid=082&aid=0000524799,'외교·통일' 비중 키우는 문재인,https://imgnews.pstatic.net/image/origin/082/2015/08/17/524799.jpg?type=ofullfill106_72
부산일보,본격적인 국회 '예산 시즌'을 앞두고 부산시와 새누리당 정책위원회가 예산정책협의회를 열고 '예산 챙기기'에 나선다.부산시 ,2015.08.17 23:02,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=100&oid=082&aid=0000524798,지역현안 해소 위해 한 푼이라도 더,No image
부산일보,박근혜 대통령이 17일 청와대에서 열린 을지국무회의를 주재하면서 북한의 비무장지대(DMZ) 목함지뢰 도발 사건에 대해 명백한  ,2015.08.17 23:02,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=100&oid=082&aid=0000524797,여론도 정치권도 中전승절 대통령 참석을,https://imgnews.pstatic.net/image/origin/082/2015/08/17/524797.jpg?type=ofullfill106_72
부산일보,17일 을지 국무회의 주재 박근혜 대통령은 17일 북한의 비무장지대(DMZ) 목함지뢰 도발 사건에 대해 불법적으로 군 ,2015.08.17 23:02,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=100&oid=082&aid=0000524796,박 대통령 북 지뢰도발은 장병 살상 기도한 군사도발,No image
뉴시스,【서울=뉴시스】박대로 기자 = 러시아측이 러시아 극동개발을 주제로 하는 학술행사에 홍용표 통일부 장관을 초청한 것으로 나타났다. ,2015.08.17 23:00,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=100&oid=003&aid=0006700471,러시아 동방경제포럼에 통일부장관 초청,No image
연합뉴스TV,[고성국의 담담타타] 박대통령 '광복 70주년 경축사' 총평은?<정국의 해법 : 대통령비서실 홍보특별보좌관 김경재>정국의 해법 ,2015.08.17 22:57,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=100&oid=422&aid=0000131212,[고성국의 담담타타] 박대통령 '광복 70주년 경축사' 총평은?,https://imgnews.pstatic.net/image/origin/422/2015/08/17/131212.jpg?type=ofullfill106_72
YTN,[앵커] 이재용 삼성전자 부회장이 고 이맹희 CJ그룹 명예회장의 빈소를 찾았습니다. 홍라희 리움미술관장 등 삼성 오너 일가가 빈 ,2015.08.17 22:56,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=100&oid=034&aid=0002852726,이재용 삼성 부회장 이맹희 CJ 명예회장 빈소 조문,https://imgnews.pstatic.net/image/origin/034/2015/08/17/2852726.jpg?type=ofullfill106_72
YTN,[앵커] 이재용 삼성전자 부회장이 고 이맹희 CJ그룹 명예회장의 빈소를 찾았습니다. 홍라희 리움미술관장 등 삼성 오너 일가가 빈 ,2015.08.17 22:56,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=100&oid=052&aid=0000708224,이재용 삼성 부회장 이맹희 CJ 명예회장 빈소 조문,https://imgnews.pstatic.net/image/origin/052/2015/08/17/708224.jpg?type=ofullfill106_72
매일경제,윤상현 새누리당 의원이 김무성 대표가 추진 중인 이른바 '완전국민경선제(오픈프라이머리)'에 대해 대안이 필요하다고 주장했다. 박 ,2015.08.17 22:53,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=100&oid=009&aid=0003549993,[레이더P] 윤상현 오픈프라이머리 현실적으로 어려워,No image
파이낸셜뉴스,이인제 새누리당 의원 한·일 관계 미래 봐야추미애 새정치聯 의원 명확한 외교목표 필요& ,2015.08.17 22:53,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=100&oid=014&aid=0003486715,[아베담화 이후 동북아 신 외교전] (1)  정치권 아베담화 성토 속 '관계개선' 외교 해법 모색,No image
JTBC,[앵커]새정치연합 당 대표 회의실에 방음벽이 설치됐다고 하는군요. 비공개회의에서 문 밖으로 흘러나온 고성이 언론에 보도되면서 사 ,2015.08.17 22:45,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=100&oid=437&aid=0000088420,당내 갈등 노출 차단용?…방음벽 설치한 새정치연합,https://imgnews.pstatic.net/image/origin/437/2015/08/17/88420.jpg?type=ofullfill106_72
세계일보,새정치민주연합 윤후덕 의원이 딸의 취업 청탁 논란에 휩싸인 가운데 새누리당 국회의원 아들이 정부법무공단에 채용되는 과정에서 특혜 ,2015.08.17 22:45,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=100&oid=022&aid=0002892833,정부법무공단에 국회의원 아들 출신 특혜 채용 의혹,No image
한국경제,국회선진화법은 재개정 추진[ 박종필 기자 ] 원유철 새누리당 원내대표(사진)는 17일 서비스산업발전기본법과 관련해 야당에서 주장 ,2015.08.17 22:35,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=100&oid=015&aid=0003408234,원유철 의료 제외 서비스법 수용 불가,No image
TV조선,Q.  아베 총리가 14일 전후 70년 담화 박근혜 대통령이 광복 70주년 경축사를 차례 차례 발표됐다. 아베담화는  ,2015.08.17 22:34,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=100&oid=448&aid=0000122349,[김창균의 정치속보기] 박 대통령 경축사 '아베 비판' 절제한 이유는,https://imgnews.pstatic.net/image/origin/448/2015/08/17/122349.jpg?type=ofullfill106_72
YTN,이재용 삼성전자 부회장이 고 이맹희 CJ그룹 명예회장의 빈소를 찾았습니다. 이 부회장은 오늘 저녁 서울 연건동 서울대학병원 장례 ,2015.08.17 22:34,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=100&oid=034&aid=0002852720,이재용 이맹희 CJ그룹 명예회장 빈소 조문,No image
MBC,[뉴스데스크]지난해 6월 강원도 22사단 GOP에서 동료와 상급자들에게 수류탄을 터뜨리고 총기를 난사해 5명을 숨지게했던 23살 ,2015.08.17 22:33,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=100&oid=214&aid=0000528242,GOP 총기난사 임 병장에 2심도 사형 선고,https://imgnews.pstatic.net/image/origin/214/2015/08/17/528242.jpg?type=ofullfill106_72
TV조선,[앵커]새정치민주연합 당대표 회의실 출입문에 방음벽이 설치됐습니다. '보안'을 위해서라고 하지만 당내 갈등이 노출되는 것을 피 ,2015.08.17 22:30,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=100&oid=448&aid=0000122347,야당 대표 회의실 방음판…갈등 노출 막으려?,https://imgnews.pstatic.net/image/origin/448/2015/08/17/122347.jpg?type=ofullfill106_72
TV조선,새정치민주연합 이동학 혁신위원이 문재인 대표에게 보낸 공개 편지에서 박근혜 정부가 추진하고 있는 임금피크제를 수용하고 노조를  ,2015.08.17 22:30,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=100&oid=448&aid=0000122346,野 혁신위 임금피크제 수용 주장 노조 설득 나서야,https://imgnews.pstatic.net/image/origin/448/2015/08/17/122346.jpg?type=ofullfill106_72
TV조선,[리포트]새누리당 하태경 이노근 의원은 딸의 대기업 취직 청탁과 관련해 새정치연합 윤후덕 의원을 국회 윤리특별위원회에 회부해야 ,2015.08.17 22:29,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=100&oid=448&aid=0000122345,청년 일자리 강조하는 정치권…전화에 문자 '취업청탁',https://imgnews.pstatic.net/image/origin/448/2015/08/17/122345.jpg?type=ofullfill106_72
뉴시스,【서울=뉴시스】박대로 기자 = 한국과 중국 일본의 인사행정 담당 장관들이 이달말 서울에서 모여 협력 방안을 논의한다. 인사혁신 ,2015.08.17 22:20,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=100&oid=003&aid=0006700459,한중일 인사장관회의 이달말 서울서 개최,No image
뉴시스,【서울=뉴시스】박대로 기자 = 주(駐)중국 한국대사관이 17일 톈진 물류창고 폭발사고와 관련해 교민과 방문객의 유의를 당부했다. ,2015.08.17 22:19,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=100&oid=003&aid=0006700458,駐中대사관 톈진체류 우리국민 신변안전 유의해야,https://imgnews.pstatic.net/image/origin/003/2015/08/17/6700458.jpg?type=ofullfill106_72
YTN,우리 군이 북한의 비무장지대 지뢰 도발 사건에 대한 보복 조치로 대북 확성기 방송을 재개한 데 반발해 북한군도 일부 최전방 지역 ,2015.08.17 22:17,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=100&oid=034&aid=0002852717,북한도 대남 확성기 방송 재개...최전방 긴장 고조,No image
한국경제,[QOMPASS뉴스=이시헌 기자] 쉬고 싶어요! 다른 사람이 아닌 푸른 별 '지구'의 하소연이다. 인구가 늘고 ,2015.08.17 22:09,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=100&oid=015&aid=0003408228,당뇨병 걸린 지구 쉬고 싶다,https://imgnews.pstatic.net/image/origin/015/2015/08/17/3408228.jpg?type=ofullfill106_72
경향신문,ㆍ노사정위원장 초청 세미나ㆍ국회법·국민연금 때 판박이새누리당 친박근혜계 의원 모임인 국가경쟁력강화포럼이 이번에는 노동개혁 이슈를 ,2015.08.17 22:04,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=100&oid=032&aid=0002625415,친박계 국가경쟁력강화포럼 노동개혁 ‘전위대’로,No image
경향신문,ㆍ박 대통령 앞장서 ‘지시’하면 정부가 끌고 여당이 밀고ㆍ임금피크제 도입에만 초점,2015.08.17 22:04,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=100&oid=032&aid=0002625414,‘일자리’ 담보 없는 여 노동개혁 속도전,https://imgnews.pstatic.net/image/origin/032/2015/08/17/2625414.jpg?type=ofullfill106_72
경향신문,새정치민주연합 이종걸 원내대표(58·사진)가 취임 100일을 맞았다. 공무원연금 개혁 등 ‘밀당’이 계속됐던 여야 협상만큼이나  ,2015.08.17 22:03,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=100&oid=032&aid=0002625413,이종걸 새정치 원내대표 취임 100일… 문재인과 ‘불안한 동거’ ‘구동존이’ 주목,https://imgnews.pstatic.net/image/origin/032/2015/08/17/2625413.jpg?type=ofullfill106_72
매일경제,사진제공 = 경기도 경기도가 광복 70주년을 맞아 독립운동가 후손을 돕는 프로그램을 마련하겠다고 약속했다.남경필 경기도지사는 지 ,2015.08.17 22:02,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=100&oid=009&aid=0003549988,경기도 독립운동가 후손 돕는 프로그램 마련 약속,https://imgnews.pstatic.net/image/origin/009/2015/08/17/3549988.jpg?type=ofullfill106_72
연합뉴스,(서울=연합뉴스) 임기창 기자 = 강승규 전 새누리당 의원을 폭행한 혐의로 고소당한 새정치민주연합 노웅래 의원이 검찰에서 무혐의 ,2015.08.17 22:01,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=100&oid=001&aid=0007796964,檢 마포 전현직의원 '폭행시비' 노웅래 의원 무혐의 처분(종합),https://imgnews.pstatic.net/image/origin/001/2015/08/17/7796964.jpg?type=ofullfill106_72
매일경제,사진제공 = 경기도 경기도와 경기도교육청이 교육연정의 첫 번째 사업인 ‘반값 교복 공급’을 위해 손을 잡았다. 남경필 경기도지사 ,2015.08.17 22:01,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=100&oid=009&aid=0003549987,경기도-도 교육청 반값 교복 통해 교육연정 개시,https://imgnews.pstatic.net/image/origin/009/2015/08/17/3549987.jpg?type=ofullfill106_72
경향신문,ㆍ11년 만에 재개 남북 간 합의 무력화,2015.08.17 22:01,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=100&oid=032&aid=0002625412,북한도 ‘대남 확성기’ 맞불,No image
경향신문,ㆍ‘UFG 연습’ 국무회의 주재박근혜 대통령은 17일 북한의 비무장지대(DMZ) 지뢰 도발 사건을 놓고 “불법적으로 군사분계선을 ,2015.08.17 22:01,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=100&oid=032&aid=0002625411,박 대통령 “북 지뢰는 명백한 군사도발”,No image
경향신문,새정치민주연합 문재인 대표(62)는 17일 “박근혜 대통령이 다음달 3일 중국 전승절 기념식 행사에 참석해야 한다”고 권유했다. ,2015.08.17 22:01,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=100&oid=032&aid=0002625410,문재인 “박 대통령 중국 전승절 행사 참석해야”,No image
경향신문,ㆍ‘아베 담화’ 이후 격랑 예고▲ 내달 중국 전승절 행사 이어유엔총회 미·중 정상회담10월에는 한·미 정상회담굵직한 외교 이벤 ,2015.08.17 22:01,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=100&oid=032&aid=0002625409,동북아 외교전쟁 새 국면 한국 역량 시험대 줄줄이,https://imgnews.pstatic.net/image/origin/032/2015/08/17/2625409.jpg?type=ofullfill106_72
매일경제,윤병세 외교부 장관은 북한의 최근 비무장지대(DMZ) 목함지뢰 도발 사건이 광복·분단 70년에 한반도에 존재하는 어두운 현실을 ,2015.08.17 21:58,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=100&oid=009&aid=0003549986,윤병세 북한 지뢰도발 분단 70년 한반도 현실 보여줘,No image
JTBC,[앵커]정부를 견제 감시하는 국회의 꽃이라고 할 수 있는 게 국정감사인데요 올해 국감은 내년 총선과 맞물려 일정을 잡는 단계 ,2015.08.17 21:58,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=100&oid=437&aid=0000088401,빨리하자 vs 늦게하자…여야 국감 일정 신경전,https://imgnews.pstatic.net/image/origin/437/2015/08/17/88401.jpg?type=ofullfill106_72
JTBC,[앵커]김무성 새누리당 대표가 요즘 들어 부쩍 긍정적 역사관을 강조하며 이승만 전 대통령을 띄우는 발언을 하고 있습니다. 지지기 ,2015.08.17 21:57,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=100&oid=437&aid=0000088400,김무성의 '이승만 띄우기'…긍정적 역사관 강조 왜?,https://imgnews.pstatic.net/image/origin/437/2015/08/17/88400.jpg?type=ofullfill106_72
YTN,다음 달 초 러시아 블라디보스토크에서 열리는 동방경제포럼에 홍용표 통일부 장관과 북측 리용남 대외경제상이 나란히 초청받아 남북 ,2015.08.17 21:57,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=100&oid=034&aid=0002852715,다음달 초 러시아서 남북 장관급 접촉 가능성 제기,No image
JTBC,[앵커]당·정·청이 휴일인 어제(16일) 노동시장 개편을 강력하게 추진하기로 한데 이어 오늘은 새누리당 내 친박계가 목소리를 냈 ,2015.08.17 21:56,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=100&oid=437&aid=0000088398,'노동시장 개편' 총대 맨 친박 '속도전' 이어 '여론전',https://imgnews.pstatic.net/image/origin/437/2015/08/17/88398.jpg?type=ofullfill106_72
KBS,불법 정치자금을 받은 혐의로 5년 간 재판을 받아온 한명숙 전 국무총리에 대한 대법원 선고일이 오는 20일로 확정됐습니다. 'G ,2015.08.17 21:51,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=100&oid=056&aid=0010209562,[간추린 단신] 불법 정치자금 혐의 한명숙 전 총리 20일 선고 외,https://imgnews.pstatic.net/image/origin/056/2015/08/17/10209562.jpg?type=ofullfill106_72
TV조선,[앵커]북한의 대남 방송 재개에 맞서 우리 군은 이동식 확성기까지 투입할 계획입니다. 이동식 확성기는 언제 어디서든 20KM 이 ,2015.08.17 21:49,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=100&oid=448&aid=0000122320,이동식 확성기 투입 '초읽기'…北 경계태세 강화 ,https://imgnews.pstatic.net/image/origin/448/2015/08/17/122320.jpg?type=ofullfill106_72
TV조선,[앵커]지금 휴전선 부근에서는 확성기 전쟁이 벌어지고 있습니다. 남과 북이 서로 상대방을 향해 대남 대북 방송을 하고 있기 때 ,2015.08.17 21:49,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=100&oid=448&aid=0000122319,북한도 대남방송 재개…의도는?,https://imgnews.pstatic.net/image/origin/448/2015/08/17/122319.jpg?type=ofullfill106_72
